category,pin_code,name,address,website,rating,email,phone,gmap_link,services,cid
IT company,Trichy,esoft IT Solutions.,"Software company · C, II-Floor, Land Mark: Lakshmi Complex, Bus Stop, 145/74, Salai Rd
Open ⋅ Closes 8 pm · 080724 20182",http://e-soft.in/,4.9,N/A,080724 20182,https://www.google.com/maps/search/IT+company+near+Trichy/,N/A,4299518891168143383
IT company,Trichy,Astonish InfoTech Private Limited,"Software company · G-7, Technology Park (BUTP), Bharathidasan University, Kajamalai Campus, near Law College
Open ⋅ Closes 9 pm · 099949 54031",https://astonishinfotech.com/,4.4,admin@astonishinfotech.com,099949 54031,https://www.google.com/maps/search/IT+company+near+Trichy/,"Web Design Web site In Today's world, having a greater reach and accessibility has become imperative for any good Business House. We can help you and your organization to establish a global presence through the Information Technology. We recognize Interactive Website as an effective advertising medium for promoting your products and services to present and future clients. The most important factor in every business is Communication, hence Interactive Website is the best way of communicating with",4299518033526856577
IT company,Trichy,Techzarinfo,"Software company · No.3D, M.S Tower , 4th Floor, Convent Rd
Open ⋅ Closes 9 pm · 093843 08742",https://www.techzarinfo.com/,4.7,sales@techzarinfo.com,093843 08742,https://www.google.com/maps/search/IT+company+near+Trichy/,HOME ABOUT About Us Culture Careers INDUSTRIES SERVICES SOLUTIONS Enterprise Software Solutions Engineering Business Automation Smart ERP Solutions Custom CRM Solutions DEVELOPMENT Mobile App Development Web Application Development SaaS Product Development E-Commerce Development Digital Marketing Services DIGITAL TRANSFORMATION Robotic Process Automation Artificial Intelligence Internet of Things Smart Machine Learning BLOCKCHAIN Blockchain Development Services Crypto Currency Exchange Developme,4299518502316078181
IT company,Trichy,LOOPEREX TECHNOLOGIES PRIVATE LIMITED,"Software company · 1st Floor
Closes soon ⋅ 7:30 pm ⋅ Opens 9 am Sat · 095977 70282",https://www.looperex.com/,4.8,info@looperex.com,095977 70282,https://www.google.com/maps/search/IT+company+near+Trichy/,Home Services Mobile app Web Development Portfolio About Us Work Culture Careers Blog Contact,4299518394168673415
IT company,Trichy,Vagus Technologies,"Software company · V Floor, Jenny Plaza, 5, Bharathiar Salai
Open ⋅ Closes 12 am · 0431 241 5353",http://www.vagustech.com/,3.8,N/A,0431 241 5353,https://www.google.com/maps/search/IT+company+near+Trichy/,"Name * Email * Company * Phone Message Type the code shown * Open Menu Home About Us Company Information Vision and Mission Global Delivery Model Engagement Model Industries Aerospace
                                                & Defence Airlines Automotive Communication Insurance Retail &
                                                Consumer Other Industries Education Manufacturing Energy Financial Healthcare High Tech Services Other Services Infrastructure Management Management Consul",4299518247500486833
IT company,Trichy,"Exciteon, Tree of Technology Trichy","Software company ·  · No 110A, 9th Cross Rd E
Closes soon ⋅ 7 pm ⋅ Opens 10 am Sat · 0431 454 0010",http://www.exciteon.com/,4.6,N/A,0431 454 0010,https://www.google.com/maps/search/IT+company+near+Trichy/,N/A,4299518867687300911
IT company,Trichy,Vebzon Technologies,"Software company · No B1, 11th, C Cross, 11th Cross E Rd
Closes soon ⋅ 7 pm ⋅ Opens 10 am Sat · 090034 65326",http://www.vebzon.com/,4.7,vebzontechnologies@gmail.com,090034 65326,https://www.google.com/maps/search/IT+company+near+Trichy/,Anywhere you want Seamless Integrations With Other Modern Tools Faff about only a quid blower I don’t want no agro bleeding chimney pot burke tosser cras nice one boot fanny.!,4299518216361831359
IT company,Trichy,Macro Technology Solutions Private Limited (Macro Global),"Software company ·  · 3rd Floor, TVS Building, PL.A, Benwells Rd
Open ⋅ Closes 8 pm · 0431 497 5835",http://www.macroglobal.co.uk/,4.7,N/A,0431 497 5835,https://www.google.com/maps/search/IT+company+near+Trichy/,"A True Strategy & Technology Partner for Banks, Financial Services & Payment Institutions. Accelerating digital transformation through resilient SaaS solutions that empower growth and innovation across your enterprise. Explore RegTech Explore FinTech 20 + years – Combined Brand Business & Industry Presence 9 + Enterprise Products 25 + Enterprise clients 98 % Customer Retention 10 Million Estimated Transaction Managed Every Quarter 400 + Successful deployments since 2010 10 % market share in UK f",4299518947466763391
IT company,Trichy,Fantasy Solution | Software & Hardware Solutions | Best Project Center In Trichy,"Software company ·  · 16, Samnath Plazza, Third Floor, Madurai Main Rd
Closes soon ⋅ 7 pm ⋅ Opens 9 am Sat · 090430 95535",http://www.fantasysolution.in/,4.6,info@fantasysolution.in,090430 95535,https://www.google.com/maps/search/IT+company+near+Trichy/,"Toggle navigation Home about us our services our team contact us Dear All,
Presently some Competitors in Market are Creating Fake News that Fantasy Solution is one of their Branch or Sister Concern. Fantasy Solution is not a Branch or Sister Concern to any Company or Organization. Fantasy Solution is a Unique and Single, donâ€™t trust Fake Rumors.",4299518287937305155
IT company,Trichy,Tech C mantix Technologies Pvt Ltd,"Software company · G18, G19 Bharathidasan University Technology Park
Closes soon ⋅ 7 pm ⋅ Opens 9 am Mon · 091595 22333",https://techcmantix.com/,4.9,N/A,091595 22333,https://www.google.com/maps/search/IT+company+near+Trichy/,Home Solutions Design & Development Enterprise Software Mobile App Development Front-end Development Back-end Development Web Design and Development MVP Development e-commerce Development UI/UX Design Services Digital Marketing Services Search Engine Optimization Search Engine Marketing Social Media Marketing SEO Audit Local SEO Google Ads Support & Hosting QA Testing & Support Software Testing Mobile Testing Maintenance and Support SaaS Development Artificial Intelligence Service Chat GPT Devel,4299518375019217309
IT company,Trichy,Uisort : Mobile App Development Company Trichy,"Software company · 125, Palakkarai Main Rd, opposite SBI Bank, behind Mediplus
Closed ⋅ Opens 9 am Mon · 087546 16455",https://www.uisort.com/,4.9,sales@uisort.com,087546 16455,https://www.google.com/maps/search/IT+company+near+Trichy/,"Online Classified Software Mobile App - Alistify Uisort is good at their job, they care about everything, You can order any project to them. They will delivery it with nice design and with working fast applications. Thanks Web Android IOS Find More One Way Drop Taxi Online Booking System - SingleFareTaxi The best thing about working with UiSort Technologies Pvt Ltd always provides timely support and consistently quick response to any issues that come up. they understood the customer requirements",4299519087282486475
IT company,Trichy,Trichy Infotech,"Software company · RMXQ+RH9, Ammamandapam Rd
Open ⋅ Closes 8 pm · 099941 49336",http://www.trichyinfotech.in/,4.5,trichyinfotech@gmail.com,099941 49336,https://www.google.com/maps/search/IT+company+near+Trichy/,"Trichy Infotech Get, what U think ! Home About Feedback Careers Contacts TIT is one of the upcoming Software Company in India, We under take Software Development and Web Designing projects for all type of Clients. Excellent Software For Your Business Software Development  |  Billing & Accounting Software  |  CRM  |  ERP Software development is a process of developing a software application for an enterprise according to their
		  business logics, process flow and their I/O requirement. Applicat",4299519113400765273
IT company,Trichy,"T4TEQ Puthur – Best Training Institute for Python, Data Science, Power BI, Machine Learning & UI/UX in Trichy","Software company ·  · 5, All Saints Complex, Puthur High Rd
Open ⋅ Closes 8 pm · 075400 46220",http://t4teq.com/,4.7,info@t4teq.com,075400 46220,https://www.google.com/maps/search/IT+company+near+Trichy/,T4TEQ Home About Us Courses Testimonial Gallery Verification,4299518877472678867
IT company,Trichy,"ABM IT SUPPORT ( WEB DESIGN COMPANY TRICHY , BULK SMS , APP DEVELOPMENT,WEB DEVELOPMENT COMPANY )","Software company · Office No 4, Siva Complex, First Floor , Anantham Hotel Upstairs, 5th Cross Rd E
Open ⋅ Closes 11 pm · 080126 26111",http://www.abmitsupport.com/,5.0,info@abmitsupport.com,080126 26111,https://www.google.com/maps/search/IT+company+near+Trichy/,Toggle navigation Menu Home About Us Services Web Hosting Shared Hosting Reseller Hosting Domain Registration Design & Printing Logo Design Brochure Design Company Profile Making Visiting Card Design Internship Web Designing UI Designing Responsive Designing Web Development Static Website Design HTML Website Design PHP Website Design Dynamic Website Design CMS WordPress Website E-commerce Web Design Online Payment Gateway Cash on Delivery Matrimony Website Digital-Marketing Search Engine Optimiz,4299385479513999399
IT company,Trichy,CodeBind Technologies,"Software company · Sandanam's Tower, 1C, EVR Rd
Open 24 hours",https://inplanttrainingintrichy.co.in/,4.9,info@codebindtechnologies.com,N/A,https://www.google.com/maps/search/IT+company+near+Trichy/,HOME ABOUT INPLANT TRAINING inplant training for cse inplant training for it inplant training for ece inplant training for eee inplant training for AI&DS inplant training for Biomedical inplant training for civil inplant training for mech inplant training for eie inplant training for ice inplant training for Data Science inplant training for Machine Learning INTERNSHIP internship for CSE internship for IT internship for ECE internship for EEE internship for AI&DS internship for Biomedical intern,4299518653815587399
IT company,Trichy,Integrass Solutions Pvt Ltd,"Software company · 15/9, 6th Main Rd
Open ⋅ Closes 3:30 am · 0431 406 0537",http://www.integrass.com/,4.7,info@integrass.com,0431 406 0537,https://www.google.com/maps/search/IT+company+near+Trichy/,About Talent Solutions Tech Solutions Company About Us Mission Awards Leadership Locations Partnerships Resources Media Blogs Portfolio News Join Us Careers Find exactly what you need: Search Services Software Development Web Development Mobile Development Application Development Managed IT Services Tech Stack Python PHP Mobile All Technologies Machine Learning Artificial Intelligence ServiceNow Salesforce Developers for Hire Hire Software Developers .NET Developers Java Developers Front-End Dev,4299518736264565595
IT company,Trichy,Delcosys IT Solutions Trichy,"Software company · Coworks SP Arcade, D-54, 9A Cross Rd
Closes soon ⋅ 7 pm ⋅ Opens 10 am Mon · 079040 31087",http://delcosys.com/,5.0,info@delcosys.com,079040 31087,https://www.google.com/maps/search/IT+company+near+Trichy/,"Delcosys IT Solutions Home About Us Services Web Development Software Development Mobile App Development Web Hosting Branding Technology Careers Contact Us E-mail info@delcosys.com Delcosys Your Dreams Our Results Expand your business through a strong virtual presence About Us ABO UT US Welcome To  Delcosys Delcosys is a leading IT services provider delivering innovative solutions to our customers that help them to meet their strategic values and objectives. With a team of experts, Delcosys serv",4299519122286131263
IT company,Trichy,Mastek,"Software company · 5G/2 MRC Natarajan Complex, 11th Cross E Rd
Open ⋅ Closes 9 pm · 085535 06787",https://mastek.com/,4.5,N/A,085535 06787,https://www.google.com/maps/search/IT+company+near+Trichy/,N/A,4299518033355457955
IT company,Trichy,"Opus Spark, Division of Adnaa Technologies Pvt Ltd","Software company · 19/1,Kingstone Park, Puthur High Rd, opp. Aruna Theatre -Qube
Open ⋅ Closes 8 pm · 0431 404 0004",https://www.opusspark.com/,4.5,N/A,0431 404 0004,https://www.google.com/maps/search/IT+company+near+Trichy/,"Hey there! Opus Spark welcomes you. Opus spark, founded on January, 2011, is a Software Development & Technology Research company based in
            Trichy, India. We focus on providing technical solutions to people and their businesses. Our major services addresses
            people's needs over the desktop, web & mobile platforms. Over the past few years our products have helped our clients by increasing efficiency in their
            work-flow, expanding
            their ideas and managi",4299518857066920619
IT company,Trichy,eQuadriga Software,"Software company · 95, Bharathidasan Salai
Open ⋅ Closes 8:30 pm · 0431 241 8398",http://www.equadriga.com/,4.3,info@equadriga.com,0431 241 8398,https://www.google.com/maps/search/IT+company+near+Trichy/,"Back Home About Services Microsoft Services Dynamics 365 Power Platform SharePoint Development .Net Products & Services Mobile App Development Web development IT Staffing Digital Marketing Products Our Products eQ_XRechnung Technology Blog Contact LETS TALK Building outstanding design, development and strategy Trusted Partner for your Digital Transformation eQuadriga is a leading software outsourcing and offshore development firm based in Trichy, boasting over two decades of industry experience.",4299518234533149653
IT company,Trichy,The Mind,"Software company · No.1 Ground Floor, Christ, Church Complex, bus stand, Ramamoorthy Nagar, behind Taj Marriage Hall Chatram
098949 18800",http://themind.co.in/,4.6,N/A,098949 18800,https://www.google.com/maps/search/IT+company+near+Trichy/,N/A,4299518917656707073
IT company,Trichy,"Opus Spark, Division of Adnaa Technologies Pvt Ltd","Software company · 19/1,Kingstone Park, Puthur High Rd, opp. Aruna Theatre -Qube
Open ⋅ Closes 8 pm · 0431 404 0004",https://www.opusspark.com/,4.5,N/A,0431 404 0004,https://www.google.com/maps/search/IT+company+near+Trichy/,"Hey there! Opus Spark welcomes you. Opus spark, founded on January, 2011, is a Software Development & Technology Research company based in
            Trichy, India. We focus on providing technical solutions to people and their businesses. Our major services addresses
            people's needs over the desktop, web & mobile platforms. Over the past few years our products have helped our clients by increasing efficiency in their
            work-flow, expanding
            their ideas and managi",4299518857066920619
IT company,Trichy,Dorustree Private Limited,"Software company · No. AA24, Anna Nagar Main Road,
Closes soon ⋅ 7 pm ⋅ Opens 10 am Mon · 091506 12223",https://www.dorustree.com/,4.7,sales@dorustree.com,091506 12223,https://www.google.com/maps/search/IT+company+near+Trichy/,Home About Services Industries Technology Events Location Contact Us About Us Careers Approach Engagement Model Development Process Blogs Technology Services Digital Transformation Team as a Service Custom Software Development API Development Digital Transformation Team as a Service Custom Software Development API Development Product Engineering Product Acceleration Product Modernization Low Code Development Product Acceleration Product Modernization Low Code Development Consulting Services Star,4299518310454511969
IT company,Trichy,"T4TEQ Kattur – Best Training Institute for Python, Data Science, Power BI, Machine Learning & UI/UX in Trichy","Software company · Naavalaladiyan Arcade, Oil Mill Bus stop, 19, Thanjavur Rd
Open ⋅ Closes 8:30 pm · 074485 46220",http://t4teq.com/,4.9,info@t4teq.com,074485 46220,https://www.google.com/maps/search/IT+company+near+Trichy/,T4TEQ Home About Us Courses Testimonial Gallery Verification,4299518799180233895
IT company,Trichy,QR Solutions (India) Pty Ltd.,"Software company ·  · QMVV+CFJ
Open ⋅ Closes 8 pm · 0431 231 2880",https://www.qrsolutions.in/,3.6,sales@qrsolutions.in,0431 231 2880,https://www.google.com/maps/search/IT+company+near+Trichy/,Main Menu HOME ABOUT US Menu Toggle OUR PARTNERS SERVICES Menu Toggle SERVICES BY INDUSTRY Menu Toggle Salesforce for NGO Salesforce for Real Estate Salesforce CRM for Automotive Salesforce for Financial Services CRM For Nonprofits CRM for Real Estate CRM for Financial Services SALESFORCE IMPLEMENTATION SERVICES SALESFORCE CONSULTING SERVICES SALESFORCE INTEGRATION SERVICES SALESFORCE CUSTOMIZATION SERVICES SALESFORCE MANAGED SERVICES SALESFORCE STAFF AUGMENTATION SOLUTIONS Menu Toggle SALESFORC,4299518322987116339
IT company,Trichy,"Maac Technologies - Web Design, SEO, Graphic Design, Mobile App, Digital Marketing Company in Trichy","Software company · 20, Nandhi Koil St
Open ⋅ Closes 8 pm · 073737 27190",https://www.maactechnologies.com/,4.9,N/A,073737 27190,https://www.google.com/maps/search/IT+company+near+Trichy/,N/A,4299518938484490405
