category,pin_code,name,address,website,rating,email,phone,gmap_link,services,cid
IT company,Chennai,Indie Infotech | Best Website Design & Development Agency,"Website designer · No.12, Ground Floor, 1st Cross St
Open ⋅ Closes 10 pm · 088257 21402",N/A,4.9,N/A,088257 21402,https://www.google.com/maps/search/IT+company+near+Chennai/,N/A,4202523823322932147
IT company,Chennai,Fues Technology Solutions | ERP | HRMS | ERP Software | Custom ERP Development | Software Company in Chennai,"Software company ·  · 2nd Floor, Eos global, 120, L&T Rd
Open ⋅ Closes 6:30 pm · 093449 40474",https://fuestech.com/,4.9,info@fuestech.com,093449 40474,https://www.google.com/maps/search/IT+company+near+Chennai/,"No 120, 2nd Floor, L & T Road Burma Colony, Perungudi, Chennai – 96 info@fuestech.com +919344940474 Home Company About Us Services Website Design And Development Mobile Application Development Customized Web Application Domain And Hosting Services Blockchain Technology E-Commerce Digital Marketing Products Enterprise Resource Planning Customer Relationship Management Project Management Software HRMS Supply Chain Management Finance Management Inventory Management Software Development Payroll Soft",4202524712472209539
IT company,Chennai,Hi-Tech Company Software Solutions (Chennai) Private Limited,"Software company ·  · 4, 4th Street
Open ⋅ Closes 6 pm · 044 2834 4782",http://www.htssindia.in/,4.1,N/A,044 2834 4782,https://www.google.com/maps/search/IT+company+near+Chennai/,N/A,4202533931812735321
IT company,Chennai,Dextra Technologies - Website Development Company in Chennai | SEO & Mobile App Company in Chennai,"Software company · 1st Floor, Aqua Mall, Door #1A, Plot #1, Cart Track Rd
Open ⋅ Closes 7:30 pm · 044 4864 8848",https://www.dextratechnologies.com/,5.0,sales@dextratechnologies.com,044 4864 8848,https://www.google.com/maps/search/IT+company+near+Chennai/,"Dextra Technologies is a Website Development , Web Application , Digital Marketing and Mobile Application leading Company in Chennai . We are all about the web. You would like to do anything with online then, we are the ones you call. Useful Links About Us Blogs Careers Request a quote Terms and Conditions FAQ Privacy Policy Refund Policy Consulting Apply For Internship Contact us Door #1A, Plot #1, 1st Floor, Aqua Mall, Cart Track Road, Velachery, Chennai 600042. sales@dextratechnologies.com +9",4202534640168300595
IT company,Chennai,Ninos-Mobile App Development Company in Chennai | Android & iOS App Developers in Chennai | Custom App Development Company,"Software company · No:2, krishna colony, Nerkundram Pathai
Open 24 hours · 099624 11492",https://www.ninositsolution.com/,4.7,info@ninositsolution.com,099624 11492,https://www.google.com/maps/search/IT+company+near+Chennai/,"Services Web Design and Development Static
                                                            Website Dynamic
                                                            Website Wordpress
                                                            Website Ecommerce
                                                            Website ERP Website Woocommerce Website Shopify Website Custom Software App Development Android
                                                            Applicati",4202534559842711555
IT company,Chennai,TVS Next Limited,"Software company ·  · Olympia Cyberspace, 8th Floor 21/22 Alandur road, Reddy 2nd St
Open ⋅ Closes 12 am · 044 4909 8874",https://tvsnext.com/,4.3,Group-7807@2x.webp,044 4909 8874,https://www.google.com/maps/search/IT+company+near+Chennai/,Contact Us What We Do Contact Us Close What We Do Who We Are Insights Join Us Close What We Do Who We Are Insights Join Us Contact Us We Build Next Generation Enterprises Services Menu Enterprise Transformation Technology Modernization Innovation Menu Services Enterprise Transformation Technology Modernization Innovation Capabilities Menu Digital Consulting Product Engineering Data and AI Menu Capabilities Digital Consulting Product Engineering Data and AI Industries Menu Manufacturing Healthcar,4202523624070135317
IT company,Chennai,MazeWorks Solutions Pvt Ltd,"Software company ·  · No 66 (old #49), 1st Floor, 28th St
Open ⋅ Closes 4 pm · 099625 18777",https://mazeworkssolutions.com/,4.9,sales@mazeworkssolutions.com,099625 18777,https://www.google.com/maps/search/IT+company+near+Chennai/,Home About Us ERP Next Manufacturing Distribution Trading Services Integration of ERPNext with Tally Digital Governance / Industry 4.0 Asset Tracking System using RFID Critical Area Monitoring System (CAMS) Parts Management System AI Based image search System Maintenance Management System Tools & Gauges Tracking System Vendor Invoice Management - VIM Secondary Sales Visibility (SSV) / Distribution Channel Management (DCM) Other Services IT Consulting / Support Tally ERP 9 Service Tally ERP 9 Sol,4202524724589074499
IT company,Chennai,Lakshana Technologies Pvt. Ltd.,"Software company · Sree Narayana Complex, 253/3, Velachery Rd
Open ⋅ Closes 6:30 pm · 072994 57705",https://lakshana-tech.com/,4.9,sales@lakshana-tech.com,072994 57705,https://www.google.com/maps/search/IT+company+near+Chennai/,N/A,4202524247338593097
IT company,Chennai,Relevantz Technology Services,"Software company ·  · PHASE-2, Chennai One – IT SEZ, Module-4 3rd Floor South, 200 Feet Radial Rd
Open ⋅ Closes 9:30 pm · 044 4006 1234",https://relevantz.com/,4.1,N/A,044 4006 1234,https://www.google.com/maps/search/IT+company+near+Chennai/,Menu Home About About Relevantz Our Employees Corporate Social Responsibility Events News Services Application Development and Integration Customer Experience Technology Acceleration Cloud and Infrastructure Product Engineering Infrastructure Management Services Blockchain Generative AI Platform Solutions Industries Financial Services Healthcare Media & Entertainment Retail Software and Hi-Tech Automotive Work Perspectives Blog Careers Contact us Close Menu Agentforce in Action: Enhancing Salesf,4202524084063763389
IT company,Chennai,"Mobile App (iOS, Android) Development Company in Chennai, E-commerce Website Design & Development Company-NINOS IT SOLUTION","Software company · Shop No:9,Basement, Raahat Plaza, Arcot Rd
Open 24 hours · 099624 11492",http://www.ninositsolution.com/,4.6,info@ninositsolution.com,099624 11492,https://www.google.com/maps/search/IT+company+near+Chennai/,"Services Web Design and Development Static
                                                            Website Dynamic
                                                            Website Wordpress
                                                            Website Ecommerce
                                                            Website ERP Website Woocommerce Website Shopify Website Custom Software App Development Android
                                                            Applicati",4202534772435200953
