category,pin_code,name,address,website,rating,email,phone,gmap_link,services,cid
IT company,Chennai,Fues Technology Solutions | ERP | HRMS | ERP Software | Custom ERP Development | Software Company in Chennai,"Software company ·  · 2nd Floor, Eos global, 120, L&T Rd
Open ⋅ Closes 6:30 pm · 093449 40474",https://fuestech.com/,4.9,info@fuestech.com,093449 40474,https://www.google.com/maps/search/IT+company+near+Chennai/,"No 120, 2nd Floor, L & T Road Burma Colony, Perungudi, Chennai – 96 info@fuestech.com +919344940474 Home Company About Us Services Website Design And Development Mobile Application Development Customized Web Application Domain And Hosting Services Blockchain Technology E-Commerce Digital Marketing Products Enterprise Resource Planning Customer Relationship Management Project Management Software HRMS Supply Chain Management Finance Management Inventory Management Software Development Payroll Soft",4202524712472209539
IT company,Chennai,Dextra Technologies - Website Development Company in Chennai | SEO & Mobile App Company in Chennai,"Software company · 1st Floor, Aqua Mall, Door #1A, Plot #1, Cart Track Rd
Open ⋅ Closes 7:30 pm · 044 4864 8848",https://www.dextratechnologies.com/,5.0,sales@dextratechnologies.com,044 4864 8848,https://www.google.com/maps/search/IT+company+near+Chennai/,"Dextra Technologies is a Website Development , Web Application , Digital Marketing and Mobile Application leading Company in Chennai . We are all about the web. You would like to do anything with online then, we are the ones you call. Useful Links About Us Blogs Careers Request a quote Terms and Conditions FAQ Privacy Policy Refund Policy Consulting Apply For Internship Contact us Door #1A, Plot #1, 1st Floor, Aqua Mall, Cart Track Road, Velachery, Chennai 600042. sales@dextratechnologies.com +9",4202534640168300595
IT company,Chennai,Adyog Software Solutions Private Limited,"Software company · No. 254/3, Sree Narayana Complex
Open 24 hours · 097911 94931",https://adyog.com/,4.5,hey@adyog.com,097911 94931,https://www.google.com/maps/search/IT+company+near+Chennai/,"Home Expertise Services Blog Careers About Let's Talk Home Expertise Services Blog Careers About Contact adyog adyog is an advisory, design, and software development company with a global reach. Connect hey@adyog.com a Privacy & Terms We are a design and technology company we build the world’s finest custom software. What we do digital excellence from design to development Our mission is to build intelligent experiences that are creative, efficient and effective—where AI and emerging technologie",4202524558890663329
IT company,Chennai,Ninos-Mobile App Development Company in Chennai | Android & iOS App Developers in Chennai | Custom App Development Company,"Software company · No:2, krishna colony, Nerkundram Pathai
Open 24 hours · 099624 11492",https://www.ninositsolution.com/,4.7,info@ninositsolution.com,099624 11492,https://www.google.com/maps/search/IT+company+near+Chennai/,"Services Web Design and Development Static
                                                            Website Dynamic
                                                            Website Wordpress
                                                            Website Ecommerce
                                                            Website ERP Website Woocommerce Website Shopify Website Custom Software App Development Android
                                                            Applicati",4202534559842711555
IT company,Chennai,Lakshana Technologies Pvt. Ltd.,"Software company · Sree Narayana Complex, 253/3, Velachery Rd
Open ⋅ Closes 6:30 pm · 072994 57705",https://lakshana-tech.com/,4.9,sales@lakshana-tech.com,072994 57705,https://www.google.com/maps/search/IT+company+near+Chennai/,N/A,4202524247338593097
IT company,Chennai,DSM Soft (P) Ltd.,"Software company ·  · 37A, Sree Narayana Complex, Velachery Rd
Open ⋅ Closes 6 pm · 044 4213 1339",http://www.dsmsoft.com/,3.7,N/A,044 4213 1339,https://www.google.com/maps/search/IT+company+near+Chennai/,"Home About Us Careers Contact Us × Home About Careers Contact Us Our Service Geospatial Engineering Pre - press Telematics BIM Geospatial Engineering Pre - press Telematics BIM Select Services Geospatial Engineering Pre-press Telematics BIM HR Statutory Compliance X Thanks for your interest. We will get in touch shortly. Geospatial Engineering Pre - press Telematics Building Information Modeling Our Spatial Data Partner With this partnership, DSM soft delivers high resolution satellite imagery, ",4202524277531021613
IT company,Chennai,Rednote - Manufacturing ERP Software | CRM Software | Payroll Software,"Software company · No: 1A, Ground Floor, Throwpathy Amman Koil St, opposite to Mosque
Open ⋅ Closes 7 pm · 099620 83833",https://rednote.in/,4.8,N/A,099620 83833,https://www.google.com/maps/search/IT+company+near+Chennai/,Home About Us Products Sales CRM Real Estate CRM Manufacturing ERP Payroll Software Invoicing Software POS Software Partner Blog Contact Us,4202524625267381359
IT company,Chennai,REPUNEXT LLP,"Software company ·  · 2nd Floor, Plot 22 and 23, 2nd Main Rd
Open 24 hours · 095001 55523",https://www.repunext.com/,4.9,info@repunext.com,095001 55523,https://www.google.com/maps/search/IT+company+near+Chennai/,9500155523 We Provide Endless Support! FREE SEO SCAN Request Quote Home Prime Services Animation Content Writing Web Design Graphic Design SEO Web Application App Developement Virus Removal E-Commerce Social Media Digital Marketing Video Editing Video Explainer Branding Web Security Services Web Design Affordable Web Design Web Design Web Development Corporate Web Design Creative Web Design CMS Web Development Responsive Web Designing Website Redesigning E-Commerce Website Maintenance SEO Onpage,4202524375539151605
IT company,Chennai,Aagmaey Technologies,"Software company · Paramount Park, #12-E Block, Velachery Rd
Open ⋅ Closes 6 pm · 090870 01188",N/A,3.8,N/A,090870 01188,https://www.google.com/maps/search/IT+company+near+Chennai/,N/A,4202524277644129621
IT company,Chennai,Sage Software Solutions Pvt Ltd | ERP & CRM Provider in Chennai,"Software company · Dhwarco MiniStar, Plot, 12C/1, 3rd Cross St
Open ⋅ Closes 7:30 pm · 099626 66339",https://www.sagesoftware.co.in/,4.7,flags@2x.png,099626 66339,https://www.google.com/maps/search/IT+company+near+Chennai/,Home Products Close Products Open Products Sage 300 A preferred choice of next-gen business leaders to take key business decision Read more SAGE X3 Take full control of your business operations with Sage Enterprise Management. Read more Sage Intacct AI-powered financial management with the India Localization Suite Read more SAGE CRM Know your customers better with the most trusted CRM system. Read more Industries Close Industries Open Industries DISCRETE MANUFACTURING Manufacturing Automotive Fu,4202535145231181495
